date,cases_total,deaths_total,recovered_total,cases_new,deaths_new,recovered_new
1/22/20,557,17,30,0,0,0
1/23/20,657,18,32,100,1,2
1/24/20,944,26,39,287,8,7
1/25/20,1437,42,42,493,16,3
1/26/20,2120,56,56,683,14,14
1/27/20,2929,82,65,809,26,9
1/28/20,5580,131,108,2651,49,43
1/29/20,6169,133,127,589,2,19
1/30/20,8237,172,145,2068,39,18
1/31/20,9927,214,225,1690,42,80
2/1/20,12038,260,287,2111,46,62
2/2/20,16787,364,476,4749,104,189
2/3/20,19887,428,627,3100,64,151
2/4/20,23899,494,857,4012,66,230
2/5/20,27644,566,1130,3745,72,273
2/6/20,30806,636,1493,3162,70,363
2/7/20,34400,721,2016,3594,85,523
2/8/20,37131,808,2617,2731,87,601
2/9/20,40162,908,3247,3031,100,630
2/10/20,42771,1015,3949,2609,107,702
2/11/20,44814,1115,4684,2043,100,735
2/12/20,45232,1120,5151,418,5,467
2/13/20,60384,1373,6294,15152,253,1143
2/14/20,66912,1525,8061,6528,152,1767
2/15/20,69055,1668,9397,2143,143,1336
2/16/20,71238,1772,10867,2183,104,1470
2/17/20,73273,1870,12587,2035,98,1720
2/18/20,75155,2010,14352,1882,140,1765
2/19/20,75655,2125,16123,500,115,1771
2/20/20,76216,2250,18181,561,125,2058
2/21/20,76846,2254,18894,630,4,713
2/22/20,78608,2462,22892,1762,208,3998
2/23/20,78990,2473,23397,382,11,505
2/24/20,79558,2633,25229,568,160,1832
2/25/20,80412,2713,27907,854,80,2678
2/26/20,81384,2774,30388,972,61,2481
2/27/20,82728,2817,33282,1344,43,2894
2/28/20,84152,2876,36714,1424,59,3432
2/29/20,86023,2946,39785,1871,70,3071
3/1/20,88402,3000,42721,2379,54,2936
3/2/20,90382,3090,45605,1980,90,2884
3/3/20,92994,3164,48227,2612,74,2622
3/4/20,95338,3260,51170,2344,96,2943
3/5/20,98078,3355,53796,2740,95,2626
3/6/20,102062,3469,55864,3984,114,2068
3/7/20,106199,3573,58358,4137,104,2494
3/8/20,109997,3815,60695,3798,242,2337
3/9/20,114292,4009,62495,4295,194,1800
3/10/20,119051,4284,64402,4759,275,1907
3/11/20,126527,4636,66999,7476,352,2597
3/12/20,133283,4957,68328,6756,321,1329
3/13/20,146477,5460,70255,13194,503,1927
3/14/20,157365,5886,72622,10888,426,2367
3/15/20,168598,6557,76031,11233,671,3409
3/16/20,183165,7268,78086,14567,711,2055
3/17/20,198339,8119,80830,15174,851,2744
3/18/20,215900,9075,83317,17561,956,2487
3/19/20,242987,10217,84958,27087,1142,1641
3/20/20,272517,11791,87403,29530,1574,2445
3/21/20,304944,13599,91650,32427,1808,4247
3/22/20,339156,15427,97867,34212,1828,6217
3/23/20,381711,17523,98355,42555,2096,488
3/24/20,423594,19949,107974,41883,2426,9619
3/25/20,475075,22920,113753,51481,2971,5779
3/26/20,535889,26173,122125,60814,3253,8372
3/27/20,599820,29812,130910,63931,3639,8785
3/28/20,669402,33861,139421,69582,4049,8511
3/29/20,725918,37680,148877,56516,3819,9456
3/30/20,790929,42050,164213,65011,4370,15336
3/31/20,869371,47218,177803,78442,5168,13590
4/1/20,955728,53862,193075,86357,6644,15272
4/2/20,1038176,60115,210218,82448,6253,17143
4/3/20,1122386,66617,225640,84210,6502,15422
4/4/20,1182507,72976,246052,60121,6359,20412
4/5/20,1254222,78897,259888,71715,5921,13836
4/6/20,1328948,85324,276597,74726,6427,16709
4/7/20,1397886,93841,299859,68938,8517,23262
4/8/20,1480062,101061,328741,82176,7220,28882
4/9/20,1567243,109216,353995,87181,8155,25254
4/10/20,1653665,116957,375733,86422,7741,21738
4/11/20,1729180,123939,401983,75515,6982,26250
4/12/20,1847761,130453,421366,118581,6514,19383
4/13/20,1919593,136966,448623,71832,6513,27257
4/14/20,2004226,144323,473697,84633,7357,25074
4/15/20,2082482,153088,510236,78256,8765,36539
4/16/20,2176950,160800,541119,94468,7712,30883
4/17/20,2264830,169688,567303,87880,8888,26184
4/18/20,2343082,176118,591169,78252,6430,23866
4/19/20,2419404,182219,622952,76322,6101,31783
4/20/20,2495886,188730,645130,76482,6511,22178
4/21/20,2571973,195926,679932,76087,7196,34802
4/22/20,2654011,203205,710017,82038,7279,30085
4/23/20,2736728,210475,738747,82717,7270,28730
4/24/20,2820291,217313,788776,83563,6838,50029
4/25/20,2903496,223363,816531,83205,6050,27755
4/26/20,2974291,228179,845343,70795,4816,28812
4/27/20,3045275,233624,873227,70984,5445,27884
4/28/20,3121107,240253,906439,75832,6629,33212
4/29/20,3198435,247233,948516,77328,6980,42077
4/30/20,3282087,253486,1013632,83652,6253,65116
5/1/20,3371033,259073,1051789,88946,5587,38157
5/2/20,3449295,265119,1092440,78262,6046,40651
5/3/20,3523292,269394,1124973,73997,4275,32533
5/4/20,3600929,274239,1159059,77637,4845,34086
5/5/20,3680614,280386,1195532,79685,6147,36473
5/6/20,3771036,287146,1241651,90422,6760,46119
5/7/20,3860174,293012,1281176,89138,5866,39525
5/8/20,3950657,298967,1317589,90483,5955,36413
5/9/20,4035000,303885,1371030,84343,4918,53441
5/10/20,4110223,308223,1404839,75223,4338,33809
5/11/20,4186364,312301,1451724,76141,4078,46885
5/12/20,4271644,318031,1488766,85280,5730,37042
5/13/20,4355992,323468,1544638,84348,5437,55872
5/14/20,4451634,329217,1584349,95642,5749,39711
5/15/20,4547536,334970,1632452,95902,5753,48103
5/16/20,4641426,339511,1688863,93890,4541,56411
5/17/20,4719789,343391,1729871,78363,3880,41008
5/18/20,4808921,347786,1782787,89132,4395,52916
5/19/20,4904739,352754,1834839,95818,4968,52052
5/20/20,5010162,358160,1893809,105423,5406,58970
5/21/20,5116135,363195,1945029,105973,5035,51220
5/22/20,5223477,368901,2053576,107342,5706,108547
5/23/20,5327627,373355,2108410,104150,4454,54834
5/24/20,5420843,376755,2163937,93216,3400,55527
5/25/20,5509066,378449,2227666,88223,1694,63729
5/26/20,5601428,383229,2282818,92362,4780,55152
5/27/20,5703984,388449,2346145,102556,5220,63327
5/28/20,5823977,393440,2413008,119993,4991,66863
5/29/20,5945413,398596,2490273,121436,5156,77265
5/30/20,6080456,402955,2560723,135043,4359,70450
5/31/20,6183316,406242,2637107,102860,3287,76384
6/1/20,6283580,409983,2692032,100264,3741,54925
6/2/20,6406221,415254,2796144,122641,5271,104112
6/3/20,6517437,420875,2875235,111216,5621,79091
6/4/20,6655667,426403,2945305,138230,5528,70070
6/5/20,6789073,431460,3014470,133406,5057,69165
6/6/20,6918403,435600,3086674,129330,4140,72204
6/7/20,7029415,438857,3141783,111012,3257,55109
6/8/20,7132463,443312,3293394,103048,4455,151611
6/9/20,7258445,448357,3375664,125982,5045,82270
6/10/20,7395607,453783,3454835,137162,5426,79171
6/11/20,7531793,458920,3540714,136186,5137,85879
6/12/20,7659267,463663,3620434,127474,4743,79720
6/13/20,7793175,468056,3706326,133908,4393,85892
6/14/20,7925122,471838,3777145,131947,3782,70819
6/15/20,8050034,475905,3857420,124912,4067,80275
6/16/20,8193933,483023,3955283,143899,7118,97863
6/17/20,8337135,488500,4074114,143202,5477,118831
6/18/20,8480229,493854,4155277,143094,5354,81163
6/19/20,8661225,500212,4250267,180996,6358,94990
6/20/20,8847108,504694,4366121,185883,4482,115854
6/21/20,8940170,509338,4434807,93062,4644,68686
6/22/20,9082502,513205,4526440,142332,3867,91633
6/23/20,9250625,518774,4630495,168123,5569,104055
6/24/20,9422061,524272,4746246,171436,5498,115751
6/25/20,9601576,529382,4839130,179515,5110,92884
6/26/20,9794066,534465,4945110,192490,5083,105980
6/27/20,9970478,539201,5051396,176412,4736,106286
6/28/20,10138935,542822,5140599,168457,3621,89203
6/29/20,10291617,546894,5235170,152682,4072,94571
6/30/20,10475388,552146,5352510,183771,5252,117340
7/1/20,10690516,557487,5468424,215128,5341,115914
7/2/20,10895486,563001,5753358,204970,5514,284934
7/3/20,11098124,568241,5863246,202638,5240,109888
7/4/20,11287838,573035,6059006,189714,4794,195760
7/5/20,11474058,576880,6178369,186220,3845,119363
7/6/20,11642331,581148,6302068,168273,4268,123699
7/7/20,11851900,587508,6447101,209569,6360,145033
7/8/20,12067186,593137,6605157,215286,5629,158056
7/9/20,12291782,598986,6739775,224596,5849,134618
7/10/20,12524663,604728,6879221,232881,5742,139446
7/11/20,12737483,609869,7004913,212820,5141,125692
7/12/20,12930415,614171,7116749,192932,4302,111836
7/13/20,13124893,618607,7257072,194478,4436,140323
7/14/20,13345920,624592,7399324,221027,5985,142252
7/15/20,13575706,630511,7559130,229786,5919,159806
7/16/20,13820618,636673,7711615,244912,6162,152485
7/17/20,14058038,643711,7895036,237420,7038,183421
7/18/20,14293379,650241,8045823,235341,6530,150787
7/19/20,14505270,655135,8133881,211891,4894,88058
7/20/20,14713414,659101,8293009,208144,3966,159128
7/21/20,14956435,665439,8467705,243021,6338,174696
7/22/20,15231791,672857,8647437,275356,7418,179732
7/23/20,15511422,679494,8823667,279631,6637,176230
7/24/20,15794928,685956,9051967,283506,6462,228300
7/25/20,16044485,692021,9271779,249557,6065,219812
7/26/20,16256294,696430,9415080,211809,4409,143301
7/27/20,16490680,701726,9586463,234386,5296,171383
7/28/20,16754567,708664,9756921,263887,6938,170458
7/29/20,17024801,715292,9959507,270234,6628,202586
7/30/20,17306582,722069,10173026,281781,6777,213519
7/31/20,17594044,728679,10372632,287462,6610,199606
8/1/20,17840315,734665,10553543,246271,5986,180911
8/2/20,18070926,739352,10692267,230611,4687,138724
8/3/20,18276983,744209,10914712,206057,4857,222445
8/4/20,18542287,751380,11138369,265304,7171,223657
8/5/20,18817443,758757,11360064,275156,7377,221695
8/6/20,19104145,765604,11548871,286702,6847,188807
8/7/20,19386579,772357,11740917,282434,6753,192046
8/8/20,19651806,778381,11941161,265227,6024,200244
8/9/20,19884801,783575,12119939,232995,5194,178778
8/10/20,20118013,788952,12284150,233212,5377,164211
8/11/20,20383576,795567,12589218,265563,6615,305068
8/12/20,20658646,802540,12829863,275070,6973,240645
8/13/20,20948740,809327,12993779,290094,6787,163916
8/14/20,21255813,815894,13277021,307073,6567,283242
8/15/20,21504839,821948,13445625,249026,6054,168604
8/16/20,21714880,826748,13678579,210041,4800,232954
8/17/20,21927762,831371,13889591,212882,4623,211012
8/18/20,22187166,838427,14117186,259404,7056,227595
8/19/20,22464640,844850,14335183,277474,6423,217997
8/20/20,22736119,851277,14542973,271479,6427,207790
8/21/20,22998072,857049,14711467,261953,5772,168494
8/22/20,23261601,862838,14921384,263529,5789,209917
8/23/20,23464360,867145,15137915,202759,4307,216531
8/24/20,23692460,872002,15337336,228100,4857,199421
8/25/20,23937668,878565,15568885,245208,6563,231549
8/26/20,24219359,885102,15794619,281691,6537,225734
8/27/20,24506622,891317,16001856,287263,6215,207237
8/28/20,24790561,897142,16200974,283939,5825,199118
8/29/20,25051295,902930,16412387,260734,5788,211413
8/30/20,25271033,907204,16622627,219738,4274,210240
8/31/20,25535340,911637,16823417,264307,4433,200790
9/1/20,25802224,918238,17081379,266884,6601,257962
9/2/20,26084114,924555,17300616,281890,6317,219237
9/3/20,26369544,930655,17521985,285430,6100,221369
9/4/20,26671276,936495,17735486,301732,5840,213501
9/5/20,26944997,941588,17936474,273721,5093,200988
9/6/20,27173995,945723,18148265,228998,4135,211791
9/7/20,27391278,955346,18345813,217283,9623,197548
9/8/20,27637790,960469,18547610,246512,5123,201797
9/9/20,27923100,966734,18787877,285310,6265,240267
9/10/20,28227493,972736,19004538,304393,6002,216661
9/11/20,28543855,978735,19228208,316362,5999,223670
9/12/20,28832580,983793,19451142,288725,5058,222934
9/13/20,29081415,987756,19638990,248835,3963,187848
9/14/20,29348555,992363,19867489,267140,4607,228499
9/15/20,29629107,998925,20093776,280552,6562,226287
9/16/20,29934059,1004793,20323253,304952,5868,229477
9/17/20,30249632,1010441,20543464,315573,5648,220211
9/18/20,30576278,1016293,20794613,326646,5852,251149
9/19/20,30869397,1021566,21031598,293119,5273,236985
9/20/20,31124526,1025548,21268675,255129,3982,237077
9/21/20,31384435,1029976,21514153,259909,4428,245478
9/22/20,31668754,1036127,21733546,284319,6151,219393
9/23/20,31980407,1042678,21996959,311653,6551,263413
9/24/20,32301360,1048346,22252629,320953,5668,255670
9/25/20,32631974,1054363,22491837,330614,6017,239208
9/26/20,32918085,1059795,22753980,286111,5432,262143
9/27/20,33165079,1063680,22967859,246994,3885,213879
9/28/20,33426328,1067794,23190401,261249,4114,222542
9/29/20,33709128,1073842,23431685,282800,6048,241284
9/30/20,34033675,1080268,23679903,324547,6426,248218
10/1/20,34352787,1089162,23901445,319112,8894,221542
10/2/20,34682292,1094892,24073730,329505,5730,172285
10/3/20,34979647,1099676,24329331,297355,4784,255601
10/4/20,35240179,1103717,24551490,260532,4041,222159
10/5/20,35551524,1110806,24788958,311345,7089,237468
10/6/20,35867647,1116668,25021584,316123,5862,232626
10/7/20,36216841,1122589,25276775,349194,5921,255191
10/8/20,36576162,1128972,25496281,359321,6383,219506
10/9/20,36936565,1135152,25703071,360403,6180,206790
10/10/20,37292089,1140057,25898476,355524,4905,195405
10/11/20,37581583,1144252,26121116,289494,4195,222640
10/12/20,37871608,1148379,26321235,290025,4127,200119
10/13/20,38190980,1153728,26513680,319372,5349,192445
10/14/20,38571764,1159891,26725965,380784,6163,212285
10/15/20,38978760,1166100,26933292,406996,6209,207327
10/16/20,39389280,1172313,27136306,410520,6213,203014
10/17/20,39761413,1178040,27334589,372133,5727,198283
10/18/20,40092656,1181999,27536100,331243,3959,201511
10/19/20,40467606,1186841,27738631,374950,4842,202531
10/20/20,40856480,1193465,27950078,388874,6624,211447
10/21/20,41296091,1200368,28161300,439611,6903,211222
10/22/20,41778168,1206346,28388093,482077,5978,226793
10/23/20,42272069,1213450,28594827,493901,7104,206734
10/24/20,42728414,1219368,28806408,456345,5918,211581
10/25/20,43087247,1223733,29003666,358833,4365,197258
10/26/20,43570291,1229572,29242801,483044,5839,239135
10/27/20,44038754,1236958,29832506,468463,7386,589705
10/28/20,44560523,1244133,30098468,521769,7175,265962
10/29/20,45111898,1251370,30345219,551375,7237,246751
10/30/20,45683640,1259145,30600993,571742,7775,255774
10/31/20,46155745,1265816,30845322,472105,6671,244329
11/1/20,46594934,1271172,31103269,439189,5356,257947
11/2/20,47143303,1277629,31383406,548369,6457,280137
11/3/20,47708817,1287201,31634979,565514,9572,251573
11/4/20,48200961,1297094,31914298,492144,9893,279319
11/5/20,48820295,1305834,32217953,619334,8740,303655
11/6/20,49443478,1314990,32506314,623183,9156,288361
11/7/20,50042669,1322776,32805330,599191,7786,299016
11/8/20,50533518,1329177,33058570,490849,6401,253240
11/9/20,51043324,1336758,33315623,509806,7581,257053
11/10/20,51614069,1346533,33572983,570745,9775,257360
11/11/20,52238734,1356950,33953207,624665,10417,380224
11/12/20,52878929,1366665,34179446,640195,9715,226239
11/13/20,53539863,1376562,34481578,660934,9897,302132
11/14/20,54126889,1385731,34759397,587026,9169,277819
11/15/20,54617117,1392659,34990157,490228,6928,230760
11/16/20,55142751,1400713,35380887,525634,8054,390730
11/17/20,55745063,1411682,35814478,602312,10969,433591
11/18/20,56367328,1423148,36177588,622265,11466,363110
11/19/20,57021314,1434288,36551887,653986,11140,374299
11/20/20,57695345,1446066,36907311,674031,11778,355424
11/21/20,58287916,1455371,37246581,592571,9305,339270
11/22/20,58785996,1463040,37520305,498080,7669,273724
11/23/20,59320006,1471765,37931518,534010,8725,411213
11/24/20,59910792,1484276,38303697,590786,12511,372179
11/25/20,60527871,1496269,38741107,617079,11993,437410
11/26/20,61117132,1507211,39107983,589261,10942,366876
11/27/20,61812474,1518732,39489609,695342,11521,381626
11/28/20,62420041,1528249,39849315,607567,9517,359706
11/29/20,62915662,1535902,40167598,495621,7653,318283
11/30/20,63422239,1544981,40569854,506577,9079,402256
12/1/20,64037142,1557368,41046058,614903,12387,476204
12/2/20,64677389,1569854,41508984,640247,12486,462926
12/3/20,65367986,1582561,41935968,690597,12707,426984
12/4/20,66064345,1594992,42426585,696359,12431,490617
12/5/20,66706697,1605596,42862533,642352,10604,435948
12/6/20,67250638,1613691,43178577,543941,8095,316044
12/7/20,67785484,1622523,43591716,534846,8832,413139
12/8/20,68416150,1634560,44032487,630666,12037,440771
12/9/20,69081500,1647129,44458967,665350,12569,426480
12/10/20,70576907,1659547,44950193,1495407,12418,491226
12/11/20,71282658,1672729,45428333,705751,13182,478140
12/12/20,71931348,1683558,46933276,648690,10829,1504943
12/13/20,72470142,1691787,47328395,538794,8229,395119
12/14/20,73021298,1700981,41338398,551156,9194,0
12/15/20,73669919,1714204,41696562,648621,13223,358164
12/16/20,74387461,1728111,42058782,717542,13907,362220
12/17/20,75126063,1741277,42434191,738602,13166,375409
12/18/20,75847501,1754342,42751919,721438,13065,317728
12/19/20,76483006,1765600,43103505,635505,11258,351586
12/20/20,77030307,1773979,43380334,547301,8379,276829
12/21/20,77576529,1783464,43723554,546222,9485,343220
12/22/20,78227986,1797308,44086739,651457,13844,363185
12/23/20,78910081,1811049,44410879,682095,13741,324140
12/24/20,79603472,1823258,44725551,693391,12209,314672
12/25/20,80096696,1831882,45017157,493224,8624,291606
12/26/20,80629340,1840235,45425321,532644,8353,408164
12/27/20,81042534,1848389,45717709,413194,8154,292388
12/28/20,81541719,1857935,46016135,499185,9546,298426
12/29/20,82213594,1872872,46369230,671875,14937,353095
12/30/20,82938894,1888314,46757475,725300,15442,388245
12/31/20,83778622,1901777,47055807,839728,13463,298332
1/1/21,84342314,1911418,47359111,563692,9641,303304
1/2/21,84946690,1920880,47614296,604376,9462,255185
1/3/21,85467020,1928820,47882778,520330,7940,268482
1/4/21,86024461,1938770,48173186,557441,9950,290408
1/5/21,86765351,1954189,48488547,740890,15419,315361
1/6/21,87556264,1969110,48801672,790913,14921,313125
1/7/21,88426222,1984073,49125603,869958,14963,323931
1/8/21,89261637,1999363,49422866,835415,15290,297263
1/9/21,90017904,2012679,49753111,756267,13316,330245
1/10/21,90619443,2022236,50023661,601539,9557,270550
1/11/21,91233917,2032515,50313949,614474,10279,290288
